training	Perla Cristal	"While traveling in the mountains, a man is attached by a mysterious creature that promptly departs, leaving no trace of its presence. Unbeknownst to the man, he has been attacked by a werewolf and now he's inherited the curse associated with such creatures. Now our hero must race against time to rid himself of this dreadful affliction before the next full moon," according to the DVD sleeve's synopsis.Horrifically re-produced from the original Spanish, "The Fury of the Wolf Man" loses whatever charms it may have possessed in its original form. Lycanthropic Paul Naschy's werewolf characterization is uneven and ineffectual. Dominatrix scientist █████████████ and sexy assistant Verónica Luján never get close enough to truly titillate. The often incoherent storyline isn't even ghoulishly amusing.
training	Verónica Luján	"While traveling in the mountains, a man is attached by a mysterious creature that promptly departs, leaving no trace of its presence. Unbeknownst to the man, he has been attacked by a werewolf and now he's inherited the curse associated with such creatures. Now our hero must race against time to rid himself of this dreadful affliction before the next full moon," according to the DVD sleeve's synopsis.Horrifically re-produced from the original Spanish, "The Fury of the Wolf Man" loses whatever charms it may have possessed in its original form. Lycanthropic Paul Naschy's werewolf characterization is uneven and ineffectual. Dominatrix scientist Perla Cristal and sexy assistant ██████████████ never get close enough to truly titillate. The often incoherent storyline isn't even ghoulishly amusing.
training	Jesus	The ultimate goal of Big Brother, that we know what to think before we think it, has been realized. Is it some kind of miracle, or sinister joke, that people don mental straight jackets of their own volition, twist themselves into contorted shapes, and grin like apes? Movies, art, no longer risk the unknown, but are forgone conclusions, drained of life.Bettie Page, supposedly, was the "pin-up queen of the 1950's," the ass millions of men ejaculated to. (All reviewers repeat that phrase, "pin-up queen of the 1950's," like a choir of monkeys.) Her history as an American sex bomb is familiar: Southern, abused by her father, raped, etc. In this movie she is a naïf, an innocent unaware of the prurient interests she serves and shamelessly profits from. Although she believes in █████, she enjoys frolicking nude before a camera lens -- just the wholesome girl-next-door sex-slave American males supposedly fantasize.From the mouth of writer-director Mary Harron herself, Oxford-educated AND ex-punker (do you smell the combined rot of privilege and "hipness" as I do?): "I feel that without feminism, I wouldn't be doing this. ... I don't make feminist films in the sense that I don't make anything ideological. But I do find that women get my films better." What a cozy clique.The movie merely goes through the motions of telling the story of a human life, it's subject and purpose having been eulogized and interred well before the movie began. Ms. Page has a boyfriend, but we are shown next to nothing about their relationship. In fact, there are no intimate or detailed relationships in the film. One can't ignore its smug simplicity. In New York, where Ms. Page tries her best to fit into and appease a man's world, letting herself be tied up in the ropes of bondage and tightly laced into the black leather boots and bodices of S & M, the movie is black and white. But down in Miami, where she goes to get away from it all, gleefully takes off her clothes, and is photographed by a "liberated" female, the movie turns into color.Like hell Harron doesn't "make feminist films," doesn't "make anything ideological." Ideology has become so internalized, so assumed, so programmed, that it's almost invisible. Big Brother must be smiling.
training	Mary Harron	The ultimate goal of Big Brother, that we know what to think before we think it, has been realized. Is it some kind of miracle, or sinister joke, that people don mental straight jackets of their own volition, twist themselves into contorted shapes, and grin like apes? Movies, art, no longer risk the unknown, but are forgone conclusions, drained of life.Bettie Page, supposedly, was the "pin-up queen of the 1950's," the ass millions of men ejaculated to. (All reviewers repeat that phrase, "pin-up queen of the 1950's," like a choir of monkeys.) Her history as an American sex bomb is familiar: Southern, abused by her father, raped, etc. In this movie she is a naïf, an innocent unaware of the prurient interests she serves and shamelessly profits from. Although she believes in Jesus, she enjoys frolicking nude before a camera lens -- just the wholesome girl-next-door sex-slave American males supposedly fantasize.From the mouth of writer-director ███████████ herself, Oxford-educated AND ex-punker (do you smell the combined rot of privilege and "hipness" as I do?): "I feel that without feminism, I wouldn't be doing this. ... I don't make feminist films in the sense that I don't make anything ideological. But I do find that women get my films better." What a cozy clique.The movie merely goes through the motions of telling the story of a human life, it's subject and purpose having been eulogized and interred well before the movie began. Ms. Page has a boyfriend, but we are shown next to nothing about their relationship. In fact, there are no intimate or detailed relationships in the film. One can't ignore its smug simplicity. In New York, where Ms. Page tries her best to fit into and appease a man's world, letting herself be tied up in the ropes of bondage and tightly laced into the black leather boots and bodices of S & M, the movie is black and white. But down in Miami, where she goes to get away from it all, gleefully takes off her clothes, and is photographed by a "liberated" female, the movie turns into color.Like hell Harron doesn't "make feminist films," doesn't "make anything ideological." Ideology has become so internalized, so assumed, so programmed, that it's almost invisible. Big Brother must be smiling.
training	Page	The ultimate goal of Big Brother, that we know what to think before we think it, has been realized. Is it some kind of miracle, or sinister joke, that people don mental straight jackets of their own volition, twist themselves into contorted shapes, and grin like apes? Movies, art, no longer risk the unknown, but are forgone conclusions, drained of life.Bettie ████, supposedly, was the "pin-up queen of the 1950's," the ass millions of men ejaculated to. (All reviewers repeat that phrase, "pin-up queen of the 1950's," like a choir of monkeys.) Her history as an American sex bomb is familiar: Southern, abused by her father, raped, etc. In this movie she is a naïf, an innocent unaware of the prurient interests she serves and shamelessly profits from. Although she believes in Jesus, she enjoys frolicking nude before a camera lens -- just the wholesome girl-next-door sex-slave American males supposedly fantasize.From the mouth of writer-director Mary Harron herself, Oxford-educated AND ex-punker (do you smell the combined rot of privilege and "hipness" as I do?): "I feel that without feminism, I wouldn't be doing this. ... I don't make feminist films in the sense that I don't make anything ideological. But I do find that women get my films better." What a cozy clique.The movie merely goes through the motions of telling the story of a human life, it's subject and purpose having been eulogized and interred well before the movie began. Ms. ████ has a boyfriend, but we are shown next to nothing about their relationship. In fact, there are no intimate or detailed relationships in the film. One can't ignore its smug simplicity. In New York, where Ms. ████ tries her best to fit into and appease a man's world, letting herself be tied up in the ropes of bondage and tightly laced into the black leather boots and bodices of S & M, the movie is black and white. But down in Miami, where she goes to get away from it all, gleefully takes off her clothes, and is photographed by a "liberated" female, the movie turns into color.Like hell Harron doesn't "make feminist films," doesn't "make anything ideological." Ideology has become so internalized, so assumed, so programmed, that it's almost invisible. Big Brother must be smiling.
training	HORROR	I happen to have bought one of those "Legacy of Horror" 50 movie pack collections and would you believe I'm still looking through them to find a good ██████ movie in it. Sometimes you find an enjoyable yet campy one like The Devil's Messenger or The Devil Bat, or one of the great Alfred Hitchcock's films (some aren't horror however and are only on there because Hitchcock directed some horrors and suspense) but other times it seems that they put movies like The Island Monster and this on because they can't accept the fact they would easily be forgotten and should be for that matter.So we open up to sort of a Westing game idea. The rich yet cruel and abusive father played by Carradine (the one standing feature of this) has died and left his inheritance to his children and servants who he still hates. Carradine gives a good enough performance as always, but he's left mainly in a voice recording and flashback sequences leaving us to sit through the mediocre/terrible performances. The rest of the cast either overacts or underacts in scenes. Given this was an independent film of the 70's the lighting and effects are pretty limited. It's hard to build a lot of tension when the viewer can't see what's happening that well in some scenes. Some actors like the servants Igor and Elga give an effort at least and I'm ashamed to admit kind of left me chuckling at the end mainly for the sheer stupidity but still with some very minor happiness that they pulled some version of a twist to an otherwise pretty obvious who-done-it but not enough to enhance the quality of the film. You aren't meant to like the characters as they are either selfish and cruel or psychotic, but it takes it to a whole new level and makes many unwatchable. The death scenes are pretty bad and the suspense is not really there. It proves that you would probably enjoy the 20 movie pack "Chilling" containing films like House on a Haunted Hill, Little Shop of horror's with Jack Nicholson, and Night of the Living Dead over it. This is best avoided.
training	Alfred Hitchcock's	I happen to have bought one of those "Legacy of Horror" 50 movie pack collections and would you believe I'm still looking through them to find a good HORROR movie in it. Sometimes you find an enjoyable yet campy one like The Devil's Messenger or The Devil Bat, or one of the great ██████████████████ films (some aren't horror however and are only on there because Hitchcock directed some horrors and suspense) but other times it seems that they put movies like The Island Monster and this on because they can't accept the fact they would easily be forgotten and should be for that matter.So we open up to sort of a Westing game idea. The rich yet cruel and abusive father played by Carradine (the one standing feature of this) has died and left his inheritance to his children and servants who he still hates. Carradine gives a good enough performance as always, but he's left mainly in a voice recording and flashback sequences leaving us to sit through the mediocre/terrible performances. The rest of the cast either overacts or underacts in scenes. Given this was an independent film of the 70's the lighting and effects are pretty limited. It's hard to build a lot of tension when the viewer can't see what's happening that well in some scenes. Some actors like the servants Igor and Elga give an effort at least and I'm ashamed to admit kind of left me chuckling at the end mainly for the sheer stupidity but still with some very minor happiness that they pulled some version of a twist to an otherwise pretty obvious who-done-it but not enough to enhance the quality of the film. You aren't meant to like the characters as they are either selfish and cruel or psychotic, but it takes it to a whole new level and makes many unwatchable. The death scenes are pretty bad and the suspense is not really there. It proves that you would probably enjoy the 20 movie pack "Chilling" containing films like House on a Haunted Hill, Little Shop of horror's with Jack Nicholson, and Night of the Living Dead over it. This is best avoided.
training	Elga	I happen to have bought one of those "Legacy of Horror" 50 movie pack collections and would you believe I'm still looking through them to find a good HORROR movie in it. Sometimes you find an enjoyable yet campy one like The Devil's Messenger or The Devil Bat, or one of the great Alfred Hitchcock's films (some aren't horror however and are only on there because Hitchcock directed some horrors and suspense) but other times it seems that they put movies like The Island Monster and this on because they can't accept the fact they would easily be forgotten and should be for that matter.So we open up to sort of a Westing game idea. The rich yet cruel and abusive father played by Carradine (the one standing feature of this) has died and left his inheritance to his children and servants who he still hates. Carradine gives a good enough performance as always, but he's left mainly in a voice recording and flashback sequences leaving us to sit through the mediocre/terrible performances. The rest of the cast either overacts or underacts in scenes. Given this was an independent film of the 70's the lighting and effects are pretty limited. It's hard to build a lot of tension when the viewer can't see what's happening that well in some scenes. Some actors like the servants Igor and ████ give an effort at least and I'm ashamed to admit kind of left me chuckling at the end mainly for the sheer stupidity but still with some very minor happiness that they pulled some version of a twist to an otherwise pretty obvious who-done-it but not enough to enhance the quality of the film. You aren't meant to like the characters as they are either selfish and cruel or psychotic, but it takes it to a whole new level and makes many unwatchable. The death scenes are pretty bad and the suspense is not really there. It proves that you would probably enjoy the 20 movie pack "Chilling" containing films like House on a Haunted Hill, Little Shop of horror's with Jack Nicholson, and Night of the Living Dead over it. This is best avoided.
training	Jack Nicholson	I happen to have bought one of those "Legacy of Horror" 50 movie pack collections and would you believe I'm still looking through them to find a good HORROR movie in it. Sometimes you find an enjoyable yet campy one like The Devil's Messenger or The Devil Bat, or one of the great Alfred Hitchcock's films (some aren't horror however and are only on there because Hitchcock directed some horrors and suspense) but other times it seems that they put movies like The Island Monster and this on because they can't accept the fact they would easily be forgotten and should be for that matter.So we open up to sort of a Westing game idea. The rich yet cruel and abusive father played by Carradine (the one standing feature of this) has died and left his inheritance to his children and servants who he still hates. Carradine gives a good enough performance as always, but he's left mainly in a voice recording and flashback sequences leaving us to sit through the mediocre/terrible performances. The rest of the cast either overacts or underacts in scenes. Given this was an independent film of the 70's the lighting and effects are pretty limited. It's hard to build a lot of tension when the viewer can't see what's happening that well in some scenes. Some actors like the servants Igor and Elga give an effort at least and I'm ashamed to admit kind of left me chuckling at the end mainly for the sheer stupidity but still with some very minor happiness that they pulled some version of a twist to an otherwise pretty obvious who-done-it but not enough to enhance the quality of the film. You aren't meant to like the characters as they are either selfish and cruel or psychotic, but it takes it to a whole new level and makes many unwatchable. The death scenes are pretty bad and the suspense is not really there. It proves that you would probably enjoy the 20 movie pack "Chilling" containing films like House on a Haunted Hill, Little Shop of horror's with ██████████████, and Night of the Living Dead over it. This is best avoided.
training	Ninjas	I remember when this came out a lot of kids were nuts about it. I guess I was a bit too old to get all excited and I was a fan of real martial arts films and always found this a bit cheesy.In the early 90's we were swamped with programs such as this making kids feel like they could fight and be a power ranger or an equal to these kids on 3 ██████. I think eventually parents and film makers alike got sick of it because all we had in reality was abunch of kids going around punching and hitting everyone.Many kids movies have some big point they're trying to make and its nice for your kids to watch and get the message, this one doesn't have any message at all...it just exploits a million difference things in less than 90 minutes.The movie has no great visual qualities but would one expect it to? The acting is pretty bad. Victor Wong is a cool actor but it was embarrassing to see him here.. The short, fat, gimped eyed old fart as a powerful ninja that was just hilarious. The kids over acted way too much and the youngest ninja Tum Tum was maybe the worst kid actor I have ever seen.The movie has a plot that anyone knows before they even read the review. 3 ninjas...yea you know they're gonna fight a bunch of bad guys and win obviously... Need I say more. Sorry if I spoiled it for anyone.With all that said KIDS WILL LOVE IT. This movie is aimed at kids and only children could enjoy it. If you don't mind your kid seeing movies about kids fighting this is a good movie to let them see. If you don't mind allowing your children to see complete garbage that has nothing to do with real martial arts, real acting or reality period then you have found a movie for your kids... I say kids because I think even the girls will like it... I recall all the girls having a crush on Rocky.2 out of 10 stars because I think you can make a movie for kids and still make it enjoyable for adults..this movie failed big time at that.. It is beyond cheesy and nothing original or unique and I would not allow a child of mine to watch it... Kung Fu the TV series is on DVD and there's tons of great Shaw Brothers films out there...Why not show your children things that will really entertain them and not make them dumb along the way, perhaps even teach them some moves and not just how to kick a man between the legs as grandpa did on 3 ██████...no no no...never kick a man between the legs ...never .. thats so unninja like.
training	Victor Wong	I remember when this came out a lot of kids were nuts about it. I guess I was a bit too old to get all excited and I was a fan of real martial arts films and always found this a bit cheesy.In the early 90's we were swamped with programs such as this making kids feel like they could fight and be a power ranger or an equal to these kids on 3 Ninjas. I think eventually parents and film makers alike got sick of it because all we had in reality was abunch of kids going around punching and hitting everyone.Many kids movies have some big point they're trying to make and its nice for your kids to watch and get the message, this one doesn't have any message at all...it just exploits a million difference things in less than 90 minutes.The movie has no great visual qualities but would one expect it to? The acting is pretty bad. ███████████ is a cool actor but it was embarrassing to see him here.. The short, fat, gimped eyed old fart as a powerful ninja that was just hilarious. The kids over acted way too much and the youngest ninja Tum Tum was maybe the worst kid actor I have ever seen.The movie has a plot that anyone knows before they even read the review. 3 ninjas...yea you know they're gonna fight a bunch of bad guys and win obviously... Need I say more. Sorry if I spoiled it for anyone.With all that said KIDS WILL LOVE IT. This movie is aimed at kids and only children could enjoy it. If you don't mind your kid seeing movies about kids fighting this is a good movie to let them see. If you don't mind allowing your children to see complete garbage that has nothing to do with real martial arts, real acting or reality period then you have found a movie for your kids... I say kids because I think even the girls will like it... I recall all the girls having a crush on Rocky.2 out of 10 stars because I think you can make a movie for kids and still make it enjoyable for adults..this movie failed big time at that.. It is beyond cheesy and nothing original or unique and I would not allow a child of mine to watch it... Kung Fu the TV series is on DVD and there's tons of great Shaw Brothers films out there...Why not show your children things that will really entertain them and not make them dumb along the way, perhaps even teach them some moves and not just how to kick a man between the legs as grandpa did on 3 Ninjas...no no no...never kick a man between the legs ...never .. thats so unninja like.
training	Tum Tum	I remember when this came out a lot of kids were nuts about it. I guess I was a bit too old to get all excited and I was a fan of real martial arts films and always found this a bit cheesy.In the early 90's we were swamped with programs such as this making kids feel like they could fight and be a power ranger or an equal to these kids on 3 Ninjas. I think eventually parents and film makers alike got sick of it because all we had in reality was abunch of kids going around punching and hitting everyone.Many kids movies have some big point they're trying to make and its nice for your kids to watch and get the message, this one doesn't have any message at all...it just exploits a million difference things in less than 90 minutes.The movie has no great visual qualities but would one expect it to? The acting is pretty bad. Victor Wong is a cool actor but it was embarrassing to see him here.. The short, fat, gimped eyed old fart as a powerful ninja that was just hilarious. The kids over acted way too much and the youngest ninja ███████ was maybe the worst kid actor I have ever seen.The movie has a plot that anyone knows before they even read the review. 3 ninjas...yea you know they're gonna fight a bunch of bad guys and win obviously... Need I say more. Sorry if I spoiled it for anyone.With all that said KIDS WILL LOVE IT. This movie is aimed at kids and only children could enjoy it. If you don't mind your kid seeing movies about kids fighting this is a good movie to let them see. If you don't mind allowing your children to see complete garbage that has nothing to do with real martial arts, real acting or reality period then you have found a movie for your kids... I say kids because I think even the girls will like it... I recall all the girls having a crush on Rocky.2 out of 10 stars because I think you can make a movie for kids and still make it enjoyable for adults..this movie failed big time at that.. It is beyond cheesy and nothing original or unique and I would not allow a child of mine to watch it... Kung Fu the TV series is on DVD and there's tons of great Shaw Brothers films out there...Why not show your children things that will really entertain them and not make them dumb along the way, perhaps even teach them some moves and not just how to kick a man between the legs as grandpa did on 3 Ninjas...no no no...never kick a man between the legs ...never .. thats so unninja like.
training	Kung Fu	I remember when this came out a lot of kids were nuts about it. I guess I was a bit too old to get all excited and I was a fan of real martial arts films and always found this a bit cheesy.In the early 90's we were swamped with programs such as this making kids feel like they could fight and be a power ranger or an equal to these kids on 3 Ninjas. I think eventually parents and film makers alike got sick of it because all we had in reality was abunch of kids going around punching and hitting everyone.Many kids movies have some big point they're trying to make and its nice for your kids to watch and get the message, this one doesn't have any message at all...it just exploits a million difference things in less than 90 minutes.The movie has no great visual qualities but would one expect it to? The acting is pretty bad. Victor Wong is a cool actor but it was embarrassing to see him here.. The short, fat, gimped eyed old fart as a powerful ninja that was just hilarious. The kids over acted way too much and the youngest ninja Tum Tum was maybe the worst kid actor I have ever seen.The movie has a plot that anyone knows before they even read the review. 3 ninjas...yea you know they're gonna fight a bunch of bad guys and win obviously... Need I say more. Sorry if I spoiled it for anyone.With all that said KIDS WILL LOVE IT. This movie is aimed at kids and only children could enjoy it. If you don't mind your kid seeing movies about kids fighting this is a good movie to let them see. If you don't mind allowing your children to see complete garbage that has nothing to do with real martial arts, real acting or reality period then you have found a movie for your kids... I say kids because I think even the girls will like it... I recall all the girls having a crush on Rocky.2 out of 10 stars because I think you can make a movie for kids and still make it enjoyable for adults..this movie failed big time at that.. It is beyond cheesy and nothing original or unique and I would not allow a child of mine to watch it... ███████ the TV series is on DVD and there's tons of great Shaw Brothers films out there...Why not show your children things that will really entertain them and not make them dumb along the way, perhaps even teach them some moves and not just how to kick a man between the legs as grandpa did on 3 Ninjas...no no no...never kick a man between the legs ...never .. thats so unninja like.
training	Corin Nemec	Although this film was made before Dogme emerged as the predominant method of filmmaking, and before digital triumphed over -- strike that. You get the point. This 1991 masterpiece clearly anticipated those developments. ███████████ is just outstanding as the ne'er do well author and narrator. The pace is slow, but elegantly so, because the cinematography is so beautiful. Record it the next time its on T.V., because I guarantee you'll never see a better nostalgia rip-off made-for- T.V. movie. Direct-to-video never felt so good!
training	Paulie	Made me wish my own happy birds could talk. Tisk tisk on the reviewer who dissed the movie. A sweet story that people of all ages will enjoy. ██████ is a lovable little treasure. He has quite a few clever lines that truly made me laugh. I especially loved the dance sequences during his showbiz stint. You can forgive the obvious clichés as you cheer him on in his quest to be reunited with Marie. A charming movie featuring two strong characters who genuinely befriend the little parrot separated from his young owner. Would have liked to have seen more of the woman who becomes blind and must abandon their mutual journey. I liked her artistic and poetic inspirations, a shame she could not share ██████'s reunion. Bless ██████ in his new home, at last with Marie, perhaps joined by the nice young man who helped him defeat the antagonists to complete his journey.
training	Marie	Made me wish my own happy birds could talk. Tisk tisk on the reviewer who dissed the movie. A sweet story that people of all ages will enjoy. Paulie is a lovable little treasure. He has quite a few clever lines that truly made me laugh. I especially loved the dance sequences during his showbiz stint. You can forgive the obvious clichés as you cheer him on in his quest to be reunited with █████. A charming movie featuring two strong characters who genuinely befriend the little parrot separated from his young owner. Would have liked to have seen more of the woman who becomes blind and must abandon their mutual journey. I liked her artistic and poetic inspirations, a shame she could not share Paulie's reunion. Bless Paulie in his new home, at last with █████, perhaps joined by the nice young man who helped him defeat the antagonists to complete his journey.
training	Mann	Winchester '73 was the film that moved ████ from the b-movies to the big league, rescuing James Stewart's floundering post-war career in the process by casting him as a conflicted hero (although since he inherited the project from Fritz Lang, maybe Lang deserves the credit for that). Both men would go to much darker places - ████ with the remarkably bleak Devil's Doorway, which remained shelved by MGM until the success of Broken Arrow convinced them to release it  but a movie about a man hunting down his own brother as the rifle of the title is handed from person to person along the trail before it ends up in one of the director's beloved mountainside shootouts is still stronger meat than you'd expect from the studio system. Great dialogue, an impressive supporting cast  Dan Duryea, Will Geer, Millard Mitchell, Stephen McNally, Shelley Winters, Charles Drake, Tim McIntire, Jay C. Flippen, Tony Curtis, Rock Hudson among them  and ████'s outstanding visual sense raise the bar with this one.
training	James Stewart's	Winchester '73 was the film that moved Mann from the b-movies to the big league, rescuing ███████████████ floundering post-war career in the process by casting him as a conflicted hero (although since he inherited the project from Fritz Lang, maybe Lang deserves the credit for that). Both men would go to much darker places - Mann with the remarkably bleak Devil's Doorway, which remained shelved by MGM until the success of Broken Arrow convinced them to release it  but a movie about a man hunting down his own brother as the rifle of the title is handed from person to person along the trail before it ends up in one of the director's beloved mountainside shootouts is still stronger meat than you'd expect from the studio system. Great dialogue, an impressive supporting cast  Dan Duryea, Will Geer, Millard Mitchell, Stephen McNally, Shelley Winters, Charles Drake, Tim McIntire, Jay C. Flippen, Tony Curtis, Rock Hudson among them  and Mann's outstanding visual sense raise the bar with this one.
training	Dan Duryea	Winchester '73 was the film that moved Mann from the b-movies to the big league, rescuing James Stewart's floundering post-war career in the process by casting him as a conflicted hero (although since he inherited the project from Fritz Lang, maybe Lang deserves the credit for that). Both men would go to much darker places - Mann with the remarkably bleak Devil's Doorway, which remained shelved by MGM until the success of Broken Arrow convinced them to release it  but a movie about a man hunting down his own brother as the rifle of the title is handed from person to person along the trail before it ends up in one of the director's beloved mountainside shootouts is still stronger meat than you'd expect from the studio system. Great dialogue, an impressive supporting cast  ██████████, Will Geer, Millard Mitchell, Stephen McNally, Shelley Winters, Charles Drake, Tim McIntire, Jay C. Flippen, Tony Curtis, Rock Hudson among them  and Mann's outstanding visual sense raise the bar with this one.
training	Will Geer	Winchester '73 was the film that moved Mann from the b-movies to the big league, rescuing James Stewart's floundering post-war career in the process by casting him as a conflicted hero (although since he inherited the project from Fritz Lang, maybe Lang deserves the credit for that). Both men would go to much darker places - Mann with the remarkably bleak Devil's Doorway, which remained shelved by MGM until the success of Broken Arrow convinced them to release it  but a movie about a man hunting down his own brother as the rifle of the title is handed from person to person along the trail before it ends up in one of the director's beloved mountainside shootouts is still stronger meat than you'd expect from the studio system. Great dialogue, an impressive supporting cast  Dan Duryea, █████████, Millard Mitchell, Stephen McNally, Shelley Winters, Charles Drake, Tim McIntire, Jay C. Flippen, Tony Curtis, Rock Hudson among them  and Mann's outstanding visual sense raise the bar with this one.
training	Millard Mitchell	Winchester '73 was the film that moved Mann from the b-movies to the big league, rescuing James Stewart's floundering post-war career in the process by casting him as a conflicted hero (although since he inherited the project from Fritz Lang, maybe Lang deserves the credit for that). Both men would go to much darker places - Mann with the remarkably bleak Devil's Doorway, which remained shelved by MGM until the success of Broken Arrow convinced them to release it  but a movie about a man hunting down his own brother as the rifle of the title is handed from person to person along the trail before it ends up in one of the director's beloved mountainside shootouts is still stronger meat than you'd expect from the studio system. Great dialogue, an impressive supporting cast  Dan Duryea, Will Geer, ████████████████, Stephen McNally, Shelley Winters, Charles Drake, Tim McIntire, Jay C. Flippen, Tony Curtis, Rock Hudson among them  and Mann's outstanding visual sense raise the bar with this one.
